,GCAG Mean Temp,GISTEMP Mean Temp
1924-02-06,-0.1859,-0.27
1924-01-06,-0.2536,-0.24
1923-12-06,0.0001,-0.06
1923-11-06,0.0285,0.03
1923-10-06,-0.1619,-0.13
1923-09-06,-0.2454,-0.28
1923-08-06,-0.2824,-0.3
1923-07-06,-0.282,-0.29
1923-06-06,-0.1948,-0.24
1923-05-06,-0.2488,-0.33
1923-04-06,-0.3381,-0.38
1923-03-06,-0.2697,-0.32
1923-02-06,-0.3785,-0.37
1923-01-06,-0.2143,-0.27
1922-12-06,-0.1563,-0.17
1922-11-06,-0.1929,-0.17
1922-10-06,-0.2506,-0.33
1922-09-06,-0.2525,-0.29
1922-08-06,-0.2793,-0.31
1922-07-06,-0.2615,-0.27
1922-06-06,-0.282,-0.32
1922-05-06,-0.2647,-0.34
1922-04-06,-0.1301,-0.22
1922-03-06,-0.0787,-0.13
1922-02-06,-0.2945,-0.44
1922-01-06,-0.3221,-0.34
1921-12-06,-0.0822,-0.18
1921-11-06,-0.1859,-0.16
1921-10-06,-0.0662,-0.06
1921-09-06,-0.1481,-0.16
1921-08-06,-0.1964,-0.24
1921-07-06,-0.1123,-0.16
1921-06-06,-0.1665,-0.31
1921-05-06,-0.1917,-0.36
1921-04-06,-0.2059,-0.36
1921-03-06,-0.2176,-0.28
1921-02-06,-0.1494,-0.21
1921-01-06,-0.0598,-0.04
1920-12-06,-0.3886,-0.47
1920-11-06,-0.251,-0.33
1920-10-06,-0.2096,-0.29
1920-09-06,-0.1755,-0.2
1920-08-06,-0.2306,-0.29
1920-07-06,-0.2436,-0.32
1920-06-06,-0.2559,-0.33
1920-05-06,-0.1682,-0.26
1920-04-06,-0.2098,-0.26
1920-03-06,-0.0583,-0.08
1920-02-06,-0.2197,-0.22
1920-01-06,-0.1157,-0.15
1919-12-06,-0.298,-0.35
1919-11-06,-0.3178,-0.29
1919-10-06,-0.22,-0.16
1919-09-06,-0.1833,-0.17
1919-08-06,-0.2077,-0.19
1919-07-06,-0.2155,-0.21
1919-06-06,-0.2348,-0.28
1919-05-06,-0.1837,-0.2
1919-04-06,-0.0704,-0.17
1919-03-06,-0.2393,-0.25
1919-02-06,-0.053,-0.19
1919-01-06,-0.2424,-0.21
1918-12-06,-0.3195,-0.3
1918-11-06,-0.1154,-0.16
1918-10-06,-0.0998,-0.03
1918-09-06,-0.1481,-0.14
1918-08-06,-0.1777,-0.26
1918-07-06,-0.2024,-0.22
1918-06-06,-0.1829,-0.28
1918-05-06,-0.276,-0.37
1918-04-06,-0.2966,-0.4
1918-03-06,-0.1783,-0.21
1918-02-06,-0.2892,-0.33
1918-01-06,-0.2146,-0.44
1917-12-06,-0.5329,-0.71
1917-11-06,-0.1348,-0.29
1917-10-06,-0.2602,-0.35
1917-09-06,-0.0635,-0.18
1917-08-06,-0.1726,-0.26
1917-07-06,-0.1721,-0.23
1917-06-06,-0.3432,-0.4
1917-05-06,-0.45,-0.48
1917-04-06,-0.3146,-0.38
1917-03-06,-0.4287,-0.47
1917-02-06,-0.4721,-0.53
1917-01-06,-0.4299,-0.46
1916-12-06,-0.5742,-0.78
1916-11-06,-0.3957,-0.42
1916-10-06,-0.2651,-0.28
1916-09-06,-0.2616,-0.29
1916-08-06,-0.2743,-0.27
1916-07-06,-0.2889,-0.34
1916-06-06,-0.3834,-0.44
1916-05-06,-0.2245,-0.27
1916-04-06,-0.1978,-0.25
1916-03-06,-0.2944,-0.31
1916-02-06,-0.1759,-0.23
1916-01-06,-0.1797,-0.2
1915-12-06,-0.0503,-0.25
1915-11-06,-0.0116,-0.12
1915-10-06,-0.1722,-0.22
1915-09-06,-0.1111,-0.12
1915-08-06,-0.076,-0.15
1915-07-06,-0.0284,-0.03
1915-06-06,-0.0858,-0.16
1915-05-06,-0.0685,-0.01
1915-04-06,0.0215,0.07
1915-03-06,-0.1011,-0.08
1915-02-06,-0.0108,-0.01
1915-01-06,-0.1374,-0.2
1914-12-06,-0.0998,-0.1
1914-11-06,-0.1202,-0.2
1914-10-06,-0.0938,-0.05
1914-09-06,-0.1781,-0.13
1914-08-06,-0.1757,-0.15
1914-07-06,-0.2095,-0.24
1914-06-06,-0.1963,-0.22
1914-05-06,-0.1647,-0.19
1914-04-06,-0.2481,-0.28
1914-03-06,-0.1633,-0.23
1914-02-06,-0.1203,-0.13
1914-01-06,0.0961,0.02
1913-12-06,-0.0374,-0.04
1913-11-06,-0.1371,-0.18
1913-10-06,-0.3112,-0.34
1913-09-06,-0.3562,-0.32
1913-08-06,-0.328,-0.32
1913-07-06,-0.3534,-0.34
1913-06-06,-0.3779,-0.46
1913-05-06,-0.394,-0.45
1913-04-06,-0.3506,-0.36
1913-03-06,-0.4077,-0.44
1913-02-06,-0.3899,-0.44
1913-01-06,-0.3513,-0.41
1912-12-06,-0.3553,-0.42
1912-11-06,-0.4122,-0.38
1912-10-06,-0.5185,-0.55
1912-09-06,-0.5056,-0.47
1912-08-06,-0.4516,-0.51
1912-07-06,-0.314,-0.41
1912-06-06,-0.26,-0.26
1912-05-06,-0.2257,-0.2
1912-04-06,-0.2027,-0.2
1912-03-06,-0.3123,-0.37
1912-02-06,-0.1091,-0.13
1912-01-06,-0.2791,-0.27
1911-12-06,-0.2456,-0.25
1911-11-06,-0.2571,-0.2
1911-10-06,-0.3433,-0.26
1911-09-06,-0.3983,-0.38
1911-08-06,-0.4541,-0.43
1911-07-06,-0.4658,-0.41
1911-06-06,-0.4443,-0.47
1911-05-06,-0.4775,-0.51
1911-04-06,-0.5099,-0.55
1911-03-06,-0.5697,-0.62
1911-02-06,-0.5265,-0.6
1911-01-06,-0.5067,-0.64
1910-12-06,-0.5626,-0.69
1910-11-06,-0.4956,-0.56
1910-10-06,-0.4199,-0.39
1910-09-06,-0.3322,-0.37
1910-08-06,-0.3325,-0.34
1910-07-06,-0.3264,-0.31
1910-06-06,-0.3525,-0.36
1910-05-06,-0.2999,-0.34
1910-04-06,-0.339,-0.39
1910-03-06,-0.4202,-0.47
1910-02-06,-0.3627,-0.43
1910-01-06,-0.3035,-0.44
1909-12-06,-0.4071,-0.55
1909-11-06,-0.2733,-0.31
1909-10-06,-0.3935,-0.39
1909-09-06,-0.3611,-0.37
1909-08-06,-0.3052,-0.3
1909-07-06,-0.435,-0.43
1909-06-06,-0.4145,-0.52
1909-05-06,-0.4512,-0.54
1909-04-06,-0.5264,-0.59
1909-03-06,-0.5399,-0.52
1909-02-06,-0.4563,-0.47
1909-01-06,-0.5499,-0.7
1908-12-06,-0.3846,-0.5
1908-11-06,-0.4833,-0.51
1908-10-06,-0.5169,-0.43
1908-09-06,-0.3973,-0.33
1908-08-06,-0.4787,-0.45
1908-07-06,-0.3874,-0.35
1908-06-06,-0.4062,-0.39
1908-05-06,-0.3982,-0.4
1908-04-06,-0.4832,-0.46
1908-03-06,-0.6041,-0.58
1908-02-06,-0.3753,-0.36
1908-01-06,-0.36,-0.46
1907-12-06,-0.3922,-0.5
1907-11-06,-0.5055,-0.51
1907-10-06,-0.3047,-0.24
1907-09-06,-0.3364,-0.32
1907-08-06,-0.3378,-0.37
1907-07-06,-0.3547,-0.35
1907-06-06,-0.3742,-0.43
1907-05-06,-0.4669,-0.46
1907-04-06,-0.3508,-0.4
1907-03-06,-0.276,-0.25
1907-02-06,-0.4038,-0.53
1907-01-06,-0.3443,-0.44
1906-12-06,-0.165,-0.18
1906-11-06,-0.3676,-0.38
1906-10-06,-0.2809,-0.2
1906-09-06,-0.3053,-0.25
1906-08-06,-0.2362,-0.19
1906-07-06,-0.2467,-0.27
1906-06-06,-0.1768,-0.22
1906-05-06,-0.2166,-0.21
1906-04-06,-0.0514,-0.02
1906-03-06,-0.1484,-0.15
1906-02-06,-0.2379,-0.34
1906-01-06,-0.1755,-0.31
1905-12-06,-0.1334,-0.21
1905-11-06,-0.0916,-0.08
1905-10-06,-0.296,-0.23
1905-09-06,-0.2239,-0.15
1905-08-06,-0.2275,-0.21
1905-07-06,-0.1918,-0.25
1905-06-06,-0.2503,-0.31
1905-05-06,-0.2879,-0.33
1905-04-06,-0.4481,-0.36
1905-03-06,-0.394,-0.25
1905-02-06,-0.6187,-0.59
1905-01-06,-0.354,-0.38
1904-12-06,-0.2414,-0.29
1904-11-06,-0.1686,-0.16
1904-10-06,-0.4066,-0.35
1904-09-06,-0.4632,-0.47
1904-08-06,-0.4314,-0.43
1904-07-06,-0.4597,-0.48
1904-06-06,-0.4403,-0.49
1904-05-06,-0.4282,-0.5
1904-04-06,-0.4717,-0.5
1904-03-06,-0.5129,-0.46
1904-02-06,-0.467,-0.55
1904-01-06,-0.5416,-0.64
1903-12-06,-0.3861,-0.47
1903-11-06,-0.395,-0.38
1903-10-06,-0.4357,-0.42
1903-09-06,-0.3756,-0.43
1903-08-06,-0.4296,-0.44
1903-07-06,-0.334,-0.3
1903-06-06,-0.3759,-0.44
1903-05-06,-0.3912,-0.41
1903-04-06,-0.354,-0.39
1903-03-06,-0.2755,-0.23
1903-02-06,-0.08,-0.06
1903-01-06,-0.2101,-0.27
1902-12-06,-0.3592,-0.46
1902-11-06,-0.343,-0.36
1902-10-06,-0.2821,-0.27
1902-09-06,-0.2315,-0.2
1902-08-06,-0.2643,-0.28
1902-07-06,-0.2902,-0.26
1902-06-06,-0.3324,-0.34
1902-05-06,-0.2616,-0.31
1902-04-06,-0.2697,-0.27
1902-03-06,-0.1954,-0.29
1902-02-06,-0.0409,-0.03
1902-01-06,-0.0856,-0.19
1901-12-06,-0.2372,-0.3
1901-11-06,-0.1425,-0.17
1901-10-06,-0.2786,-0.29
1901-09-06,-0.2059,-0.17
1901-08-06,-0.1299,-0.13
1901-07-06,-0.1563,-0.09
1901-06-06,-0.1273,-0.1
1901-05-06,-0.1248,-0.18
1901-04-06,-0.0646,-0.06
1901-03-06,-0.0327,0.05
1901-02-06,-0.0741,-0.05
1901-01-06,-0.1259,-0.3
1900-12-06,0.032,-0.14
1900-11-06,-0.1345,-0.13
1900-10-06,0.0464,0.08
1900-09-06,-0.06,0.01
1900-08-06,-0.0708,-0.04
1900-07-06,-0.0728,-0.09
1900-06-06,-0.045,-0.15
1900-05-06,-0.0371,-0.06
1900-04-06,-0.0985,-0.14
1900-03-06,-0.0402,0.02
1900-02-06,-0.0934,-0.08
1900-01-06,-0.2404,-0.4
1899-12-06,-0.1656,-0.27
1899-11-06,0.1523,0.12
1899-10-06,-0.0241,0.0
1899-09-06,-0.0307,0.0
1899-08-06,-0.0664,-0.04
1899-07-06,-0.1259,-0.13
1899-06-06,-0.1977,-0.26
1899-05-06,-0.1203,-0.2
1899-04-06,-0.1946,-0.21
1899-03-06,-0.2549,-0.35
1899-02-06,-0.2787,-0.39
1899-01-06,-0.1005,-0.18
1898-12-06,-0.0073,-0.22
1898-11-06,-0.2417,-0.35
1898-10-06,-0.3234,-0.32
1898-09-06,-0.1968,-0.19
1898-08-06,-0.2306,-0.22
1898-07-06,-0.2426,-0.22
1898-06-06,-0.2078,-0.2
1898-05-06,-0.2887,-0.35
1898-04-06,-0.3467,-0.33
1898-03-06,-0.6515,-0.55
1898-02-06,-0.2785,-0.34
1898-01-06,-0.0399,-0.06
1897-12-06,-0.2989,-0.26
1897-11-06,-0.2619,-0.18
1897-10-06,-0.1608,-0.1
1897-09-06,-0.0247,-0.04
1897-08-06,-0.0735,-0.03
1897-07-06,-0.0401,-0.04
1897-06-06,-0.1,-0.12
1897-05-06,-0.0256,0.0
1897-04-06,-0.0032,-0.01
1897-03-06,-0.1863,-0.12
1897-02-06,-0.1086,-0.19
1897-01-06,-0.1857,-0.22
1896-12-06,0.049,-0.12
1896-11-06,-0.1659,-0.16
1896-10-06,-0.0056,0.04
1896-09-06,-0.0679,-0.05
1896-08-06,-0.0723,-0.09
1896-07-06,-0.0509,-0.06
1896-06-06,-0.0925,-0.13
1896-05-06,-0.1042,-0.19
1896-04-06,-0.266,-0.33
1896-03-06,-0.2079,-0.29
1896-02-06,-0.0789,-0.15
1896-01-06,-0.1056,-0.23
1895-12-06,-0.069,-0.12
1895-11-06,-0.1602,-0.15
1895-10-06,-0.1317,-0.11
1895-09-06,-0.1329,-0.02
1895-08-06,-0.2243,-0.16
1895-07-06,-0.201,-0.16
1895-06-06,-0.2938,-0.25
1895-05-06,-0.2076,-0.23
1895-04-06,-0.1868,-0.23
1895-03-06,-0.2879,-0.3
1895-02-06,-0.4136,-0.42
1895-01-06,-0.4389,-0.44
1894-12-06,-0.2412,-0.22
1894-11-06,-0.2979,-0.25
1894-10-06,-0.2135,-0.17
1894-09-06,-0.2531,-0.23
1894-08-06,-0.2735,-0.29
1894-07-06,-0.2738,-0.32
1894-06-06,-0.3487,-0.43
1894-05-06,-0.3018,-0.3
1894-04-06,-0.3023,-0.41
1894-03-06,-0.2064,-0.2
1894-02-06,-0.2215,-0.31
1894-01-06,-0.436,-0.55
1893-12-06,-0.2452,-0.38
1893-11-06,-0.1657,-0.17
1893-10-06,-0.2099,-0.16
1893-09-06,-0.2587,-0.18
1893-08-06,-0.3281,-0.24
1893-07-06,-0.2018,-0.14
1893-06-06,-0.2405,-0.24
1893-05-06,-0.3421,-0.35
1893-04-06,-0.35,-0.32
1893-03-06,-0.2218,-0.24
1893-02-06,-0.6107,-0.51
1893-01-06,-0.6796,-0.69
1892-12-06,-0.4708,-0.29
1892-11-06,-0.4728,-0.49
1892-10-06,-0.2464,-0.17
1892-09-06,-0.2198,-0.25
1892-08-06,-0.3279,-0.2
1892-07-06,-0.3497,-0.28
1892-06-06,-0.2831,-0.2
1892-05-06,-0.3081,-0.25
1892-04-06,-0.3203,-0.35
1892-03-06,-0.3032,-0.36
1892-02-06,-0.1353,-0.15
1892-01-06,-0.2372,-0.26
1891-12-06,-0.0421,-0.03
1891-11-06,-0.3968,-0.37
1891-10-06,-0.2861,-0.24
1891-09-06,-0.1514,-0.13
1891-08-06,-0.2313,-0.21
1891-07-06,-0.2264,-0.22
1891-06-06,-0.2023,-0.22
1891-05-06,-0.1374,-0.17
1891-04-06,-0.2523,-0.25
1891-03-06,-0.212,-0.15
1891-02-06,-0.5228,-0.49
1891-01-06,-0.3772,-0.46
1890-12-06,-0.2302,-0.3
1890-11-06,-0.3419,-0.37
1890-10-06,-0.2941,-0.23
1890-09-06,-0.3508,-0.36
1890-08-06,-0.3257,-0.36
1890-07-06,-0.2802,-0.3
1890-06-06,-0.2875,-0.27
1890-05-06,-0.3892,-0.48
1890-04-06,-0.2588,-0.38
1890-03-06,-0.3189,-0.41
1890-02-06,-0.4268,-0.48
1890-01-06,-0.3594,-0.48
1889-12-06,-0.175,-0.31
1889-11-06,-0.2769,-0.32
1889-10-06,-0.1913,-0.22
1889-09-06,-0.2264,-0.18
1889-08-06,-0.137,-0.18
1889-07-06,-0.1604,-0.05
1889-06-06,-0.0698,-0.12
1889-05-06,-0.0326,-0.03
1889-04-06,0.0496,0.04
1889-03-06,0.1207,0.04
1889-02-06,0.0152,0.14
1889-01-06,-0.0944,-0.21
1888-12-06,0.0445,-0.12
1888-11-06,-0.0418,0.0
1888-10-06,0.019,0.01
1888-09-06,-0.069,-0.07
1888-08-06,-0.1633,-0.11
1888-07-06,-0.1149,-0.1
1888-06-06,-0.0943,-0.2
1888-05-06,-0.1561,-0.22
1888-04-06,-0.1761,-0.28
1888-03-06,-0.2974,-0.47
1888-02-06,-0.3288,-0.43
1888-01-06,-0.3871,-0.43
1887-12-06,-0.1988,-0.38
1887-11-06,-0.1572,-0.25
1887-10-06,-0.2995,-0.32
1887-09-06,-0.1827,-0.19
1887-08-06,-0.3148,-0.28
1887-07-06,-0.2707,-0.19
1887-06-06,-0.2149,-0.21
1887-05-06,-0.239,-0.33
1887-04-06,-0.1899,-0.37
1887-03-06,-0.1655,-0.32
1887-02-06,-0.3745,-0.48
1887-01-06,-0.3792,-0.66
1886-12-06,-0.163,-0.25
1886-11-06,-0.1952,-0.26
1886-10-06,-0.2261,-0.25
1886-09-06,-0.1969,-0.19
1886-08-06,-0.2146,-0.31
1886-07-06,-0.1599,-0.16
1886-06-06,-0.2468,-0.39
1886-05-06,-0.1573,-0.27
1886-04-06,-0.1679,-0.29
1886-03-06,-0.2823,-0.41
1886-02-06,-0.2795,-0.46
1886-01-06,-0.1143,-0.43
1885-12-06,0.05,-0.07
1885-11-06,-0.1262,-0.22
1885-10-06,-0.1289,-0.2
1885-09-06,-0.1963,-0.19
1885-08-06,-0.2407,-0.27
1885-07-06,-0.2375,-0.29
1885-06-06,-0.3052,-0.5
1885-05-06,-0.2787,-0.42
1885-04-06,-0.2564,-0.45
1885-03-06,-0.1473,-0.24
1885-02-06,-0.2558,-0.3
1885-01-06,-0.4267,-0.66
1884-12-06,-0.144,-0.3
1884-11-06,-0.2692,-0.3
1884-10-06,-0.1695,-0.22
1884-09-06,-0.2238,-0.24
1884-08-06,-0.2698,-0.27
1884-07-06,-0.2985,-0.35
1884-06-06,-0.1939,-0.38
1884-05-06,-0.1282,-0.32
1884-04-06,-0.1809,-0.36
1884-03-06,-0.2061,-0.36
1884-02-06,-0.143,-0.13
1884-01-06,-0.1843,-0.18
1883-12-06,-0.0738,-0.19
1883-11-06,-0.1683,-0.21
1883-10-06,-0.1612,-0.12
1883-09-06,-0.1467,-0.19
1883-08-06,-0.0526,-0.14
1883-07-06,-0.0849,-0.09
1883-06-06,-0.0066,-0.13
1883-05-06,-0.1455,-0.26
1883-04-06,-0.1746,-0.25
1883-03-06,-0.1326,-0.18
1883-02-06,-0.2915,-0.42
1883-01-06,-0.2707,-0.34
1882-12-06,-0.1705,-0.25
1882-11-06,-0.1279,-0.21
1882-10-06,-0.2101,-0.23
1882-09-06,0.0077,-0.01
1882-08-06,-0.0037,0.03
1882-07-06,-0.0666,-0.11
1882-06-06,-0.1391,-0.25
1882-05-06,-0.1459,-0.18
1882-04-06,-0.1241,-0.2
1882-03-06,0.0754,0.01
1882-02-06,0.0385,0.08
1882-01-06,0.0883,0.09
1881-12-06,-0.0439,-0.16
1881-11-06,-0.2194,-0.26
1881-10-06,-0.2207,-0.2
1881-09-06,-0.1824,-0.09
1881-08-06,-0.0519,-0.03
1881-07-06,-0.0329,-0.07
1881-06-06,-0.0892,-0.28
1881-05-06,0.0284,-0.04
1881-04-06,0.0734,-0.03
1881-03-06,0.0348,0.01
1881-02-06,-0.0296,-0.14
1881-01-06,-0.0205,-0.1
1880-12-06,-0.0775,-0.22
1880-11-06,-0.2672,-0.19
1880-10-06,-0.1786,-0.16
1880-09-06,-0.0817,-0.17
1880-08-06,-0.0725,-0.08
1880-07-06,-0.1491,-0.24
1880-06-06,-0.1692,-0.29
1880-05-06,-0.0738,-0.14
1880-04-06,-0.0499,-0.27
1880-03-06,-0.1357,-0.18
1880-02-06,-0.1229,-0.21
1880-01-06,0.0009,-0.3
